question,answer
Describe how to start learning the guitar as a beginner,ERROR_INVALID_JSON: JSONDecodeError: Invalid control character at: line 33 column 129 (char 1334)
Explain the basic rules and moves of chess,ERROR_INVALID_JSON: JSONDecodeError: Expecting value: line 41 column 38 (char 929)
Describe how rainbows form after a storm,ERROR_INVALID_JSON: JSONDecodeError: Extra data: line 28 column 1 (char 1126)
Explain why the sky appears blue during the day,ERROR_INVALID_JSON: JSONDecodeError: Extra data: line 13 column 1 (char 674)
Describe the life cycle of a butterfly,ERROR_INVALID_JSON: JSONDecodeError: Illegal trailing comma before end of object: line 5 column 147 (char 511)
Explain how ocean tides are affected by the moon,ERROR_INVALID_JSON: JSONDecodeError: Expecting value: line 27 column 18 (char 1015)
Describe the main layers of Earth's atmosphere,ERROR_INVALID_JSON: JSONDecodeError: Extra data: line 17 column 1 (char 677)
Explain how to fold a fitted bed sheet neatly,ERROR_INVALID_JSON: JSONDecodeError: Extra data: line 33 column 1 (char 796)
Describe how to properly polish leather shoes,ERROR_INVALID_JSON: JSONDecodeError: Invalid control character at: line 35 column 10 (char 635)
Explain how to change a car tire safely,ERROR_INVALID_JSON: JSONDecodeError: Extra data: line 3 column 1 (char 528)
Describe how to hang a picture frame evenly on a wall,"ERROR_INVALID_JSON: JSONDecodeError: Expecting ',' delimiter: line 4068 column 14 (char 32958)"
Explain how to make a paper airplane that flies far,ERROR_INVALID_JSON: JSONDecodeError: Extra data: line 3 column 1 (char 1277)
